Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2006-11-14,0,100,75.95,22.2,1.93,0,200
2006-11-07,7.6,92.4,75.95,22.2,1.93,0,192
2006-10-31,7.6,92.4,75.95,22.3,1.93,0,193
2006-10-24,7.6,92.4,75.95,28.32,1.93,0,199
2006-10-17,7.6,92.4,75.95,28.32,1.93,0,199
2006-10-10,7.6,92.4,75.95,28.32,2.69,0,199
2006-10-03,7.6,92.4,74.3,30.25,2.71,0,200
2006-09-26,7.11,92.89,74.3,30.25,2.71,0,200
2006-09-19,0.53,99.47,96.23,30.82,4.08,0,231
2006-09-12,0,100,96.18,32.1,4.08,0,232
2006-09-05,0,100,96.18,32.1,4.08,0,232
2006-08-29,0,100,100,32.1,4.08,0,236
2006-08-22,0,100,100,97.64,7.31,0,305
2006-08-15,0,100,100,97.64,21,2.21,321
2006-08-08,0,100,100,98.5,28.34,2.4,329
2006-08-01,0,100,100,57.68,15.43,1.89,275
2006-07-25,0,100,100,41.9,8.32,0.4,251
2006-07-18,0,100,100,26.22,7.87,0.4,234
2006-07-11,0,100,55.04,17.52,4.79,0,177
2006-07-04,12.32,87.68,41.12,4.8,0,0,134
2006-06-27,27.34,72.66,8.71,0.92,0,0,82
2006-06-20,55.93,44.07,8.36,0.75,0,0,53
2006-06-13,55.93,44.07,8.36,0.75,0,0,53
2006-06-06,55.93,44.07,7.66,0.45,0,0,52
2006-05-30,55.93,44.07,6.15,0.45,0,0,51
2006-05-23,55.93,44.07,6.15,0.34,0,0,51
2006-05-16,61.58,38.42,3.72,0,0,0,42
2006-05-09,61.73,38.27,0,0,0,0,38
2006-05-02,81.06,18.94,0,0,0,0,19
2006-04-25,84.03,15.97,0,0,0,0,16
2006-04-18,72.87,27.13,0,0,0,0,27
2006-04-11,73.84,26.16,0,0,0,0,26
2006-04-04,74.66,25.34,0,0,0,0,25
2006-03-28,26.31,73.69,0,0,0,0,74
2006-03-21,14.05,85.95,0,0,0,0,86
2006-03-14,91.17,8.83,0,0,0,0,9
2006-03-07,91.17,8.83,0,0,0,0,9
2006-02-28,90.93,9.07,0,0,0,0,9
2006-02-21,90.93,9.07,0,0,0,0,9
2006-02-14,93.45,6.55,0,0,0,0,7
2006-02-07,93.45,6.55,0,0,0,0,7
2006-01-31,93.45,6.55,0,0,0,0,7
2006-01-24,93.45,6.55,0,0,0,0,7
2006-01-17,93.45,6.55,0,0,0,0,7
2006-01-10,92.93,7.07,0,0,0,0,7
2006-01-03,92.93,7.07,0,0,0,0,7
2005-12-27,93.03,6.97,0,0,0,0,7
2005-12-20,93.03,6.97,0,0,0,0,7
2005-12-13,97.72,2.28,0,0,0,0,2
2005-12-06,97.72,2.28,0,0,0,0,2
2005-11-29,97.72,2.28,0,0,0,0,2
2005-11-22,69.65,30.35,0,0,0,0,30
2005-11-15,69.65,30.35,0,0,0,0,30
2005-11-08,69.65,30.35,0,0,0,0,30
2005-11-01,69.65,30.35,0,0,0,0,30
2005-10-25,88.06,11.94,0,0,0,0,12
2005-10-18,88.06,11.94,0,0,0,0,12
2005-10-11,87.52,12.48,0,0,0,0,12
2005-10-04,75.5,24.5,0,0,0,0,25
2005-09-27,75.5,24.5,0,0,0,0,25
2005-09-20,75.89,24.11,0,0,0,0,24
2005-09-13,76.87,23.13,0,0,0,0,23
2005-09-06,76.76,23.24,0,0,0,0,23
2005-08-30,77.56,22.44,0,0,0,0,22
2005-08-23,77.47,22.53,0,0,0,0,23
2005-08-16,76.86,23.14,0,0,0,0,23
2005-08-09,76.98,23.02,0,0,0,0,23
2005-08-02,77.39,22.61,0,0,0,0,23
2005-07-26,77.01,22.99,0,0,0,0,23
2005-07-19,77.01,22.99,0,0,0,0,23
2005-07-12,77.59,22.41,0,0,0,0,22
2005-07-05,77.27,22.73,1.14,0,0,0,24
2005-06-28,67.41,32.59,5.73,0,0,0,38
2005-06-21,58.91,41.09,12.84,0,0,0,54
2005-06-14,60.13,39.87,14.63,0,0,0,55
2005-06-07,47.1,52.9,33.93,0,0,0,87
2005-05-31,14.14,85.86,39.96,12.84,0,0,139
2005-05-24,11.34,88.66,39.96,12.84,0,0,141
2005-05-17,0,100,56.61,12.84,0,0,169
2005-05-10,0,100,57.93,18.36,0,0,176
2005-05-03,0,100,57.93,18.36,0.77,0,177
2005-04-26,12.13,87.87,57.93,18.36,0.77,0,165
2005-04-19,34.34,65.66,35.3,18.36,1.02,0,120
2005-04-12,46.66,53.34,35.3,18.36,1.02,0,108
2005-04-05,45.35,54.65,35.56,18.3,1.02,0,110
2005-03-29,36.78,63.22,41.04,17.04,1.02,0,122
2005-03-22,37.95,62.05,40.78,17.04,1.05,0,121
2005-03-15,37.95,62.05,40.78,17.04,1.05,0,121
2005-03-08,37.95,62.05,40.78,17.04,1.05,0,121
2005-03-01,37.85,62.15,40.78,17.04,1.05,0,121
2005-02-22,37.85,62.15,40.78,17.04,1.05,0,121
2005-02-15,37.85,62.15,40.78,17.04,1.05,0,121
2005-02-08,45.07,54.93,30.58,17.04,0,0,103
2005-02-01,45.1,54.9,30.58,16.5,0,0,102
2005-01-25,45.1,54.9,30.58,16.5,0,0,102
2005-01-18,45.12,54.88,30.58,16.5,0,0,102
2005-01-11,45.12,54.88,30.58,16.5,0,0,102
2005-01-04,45.12,54.88,28.74,17.39,0,0,101
2004-12-28,45.12,54.88,28.74,17.39,0,0,101
2004-12-21,45.34,54.66,28.74,17.39,0,0,101
2004-12-14,50.93,49.07,28.42,17.29,0,0,95
2004-12-07,50.93,49.07,27.32,17.11,0,0,93
2004-11-30,50.93,49.07,26.51,17.11,0,0,93
2004-11-23,51.56,48.44,26.57,17.27,0,0,92
2004-11-16,51.56,48.44,26.57,17.27,0,0,92
2004-11-09,51.56,48.44,26.57,17.27,0,0,92
2004-11-02,51.56,48.44,26.57,17.27,0,0,92
2004-10-26,50.86,49.14,26.69,17.36,0,0,93
2004-10-19,50.86,49.14,26.69,17.36,0,0,93
2004-10-12,50.86,49.14,29.07,17.36,0,0,96
2004-10-05,50.86,49.14,29.07,17.36,0,0,96
2004-09-28,55.82,44.18,25.44,17.36,0,0,87
2004-09-21,55.5,44.5,25.44,17.36,0,0,87
2004-09-14,55.29,44.71,25.47,17.36,0,0,88
2004-09-07,56.63,43.37,24.31,17.36,0,0,85
2004-08-31,49.41,50.59,24.35,17.36,0,0,92
2004-08-24,53.22,46.78,24.35,17.36,0,0,88
2004-08-17,50.05,49.95,24.8,15,0,0,90
2004-08-10,53.67,46.33,24.8,15,0,0,86
2004-08-03,53.52,46.48,25.59,15.01,1.29,0,88
2004-07-27,59.56,40.44,25.55,14.95,1.19,0,82
2004-07-20,59.86,40.14,24.93,14.95,0,0,80
2004-07-13,59.86,40.14,25.55,14.95,0,0,81
2004-07-06,59.86,40.14,25.55,14.95,0,0,81
2004-06-29,63.88,36.12,23.68,10.22,0,0,70
2004-06-22,63.7,36.3,23.83,5.74,0,0,66
2004-06-15,63.92,36.08,23.97,6.06,0,0,66
2004-06-08,63.92,36.08,24.07,6.75,0,0,67
2004-06-01,60.75,39.25,24.81,5,0,0,69
2004-05-25,46.67,53.33,29.87,3.15,0,0,86
2004-05-18,35.25,64.75,29.87,6.58,0,0,101
2004-05-11,17.78,82.22,34.69,7.66,0,0,125
2004-05-04,17.96,82.04,34.69,6.34,0,0,123
2004-04-27,17.96,82.04,34.69,5.51,0,0,122
2004-04-20,17.96,82.04,34.69,5.51,0,0,122
2004-04-13,17.35,82.65,34.27,5.36,0,0,122
2004-04-06,17.35,82.65,34.03,5.36,0,0,122
2004-03-30,17.41,82.59,34.3,5.36,0,0,122
2004-03-23,0.65,99.35,42.86,5.36,0,0,148
2004-03-16,0.65,99.35,42.86,5.36,0,0,148
2004-03-09,0,100,47.77,5.36,0,0,153
2004-03-02,0,100,41.23,5.36,0,0,147
2004-02-24,0,100,41.23,5.4,0,0,147
2004-02-17,0,100,41.23,5.4,0,0,147
2004-02-10,0,100,41.23,5.4,0,0,147
2004-02-03,0,100,41.23,5.4,0,0,147
2004-01-27,0,100,41.23,5.4,0,0,147
2004-01-20,0,100,40.48,5.4,0,0,146
2004-01-13,0,100,40.23,5.19,0,0,145
2004-01-06,0,100,39.26,4.97,0,0,144
2003-12-30,0,100,39.19,5.94,0,0,145
2003-12-23,0,100,47.36,5.67,0,0,153
2003-12-16,0,100,47.34,6.13,0,0,153
2003-12-09,0,100,38.39,5.37,0,0,144
2003-12-02,0,100,36.7,5.26,0,0,142
2003-11-25,0,100,34.64,2.7,0,0,137
2003-11-18,0,100,34.68,3.47,0,0,138
2003-11-11,0,100,34.76,3.01,0,0,138
2003-11-04,0,100,35.57,3.32,0,0,139
2003-10-28,0,100,34.97,3.34,0,0,138
2003-10-21,0,100,35.19,2.91,0,0,138
2003-10-14,0,100,32.89,2.68,0,0,136
2003-10-07,0,100,39.71,3.14,0,0,143
2003-09-30,0,100,32.73,2.28,0,0,135
2003-09-23,0,100,32.17,2.33,0,0,135
2003-09-16,0,100,36.33,2.82,0,0,139
2003-09-09,0,100,22.39,12.74,2.65,0,138
2003-09-02,0,100,22.26,11.42,0.78,0,134
2003-08-26,0,100,28.41,11.59,0.7,0,141
2003-08-19,0,100,13.1,2.04,0,0,115
2003-08-12,62.78,37.22,14.13,2.14,0,0,53
2003-08-05,58.44,41.56,13.5,1.01,0,0,56
2003-07-29,85.33,14.67,6.55,1.22,0,0,22
2003-07-22,84.39,15.61,5.45,0.69,0,0,22
2003-07-15,87.85,12.15,5.37,0,0,0,18
2003-07-08,87.86,12.14,5.58,0,0,0,18
2003-07-01,86.06,13.94,6.38,0,0,0,20
2003-06-24,75.36,24.64,11.15,0,0,0,36
2003-06-17,77.7,22.3,11.06,0,0,0,33
2003-06-10,70.74,29.26,11.58,0,0,0,41
2003-06-03,70.07,29.93,12.89,0.47,0.01,0,43
2003-05-27,68.68,31.32,13.45,0.54,0.03,0,45
2003-05-20,69.25,30.75,12.53,0.26,0,0,44
2003-05-13,60.57,39.43,13.41,0.46,0.07,0,53
2003-05-06,23.29,76.71,32.55,1.64,0.03,0,111
2003-04-29,4.87,95.13,64.75,12.58,0,0,172
2003-04-22,4.62,95.38,64.45,12.1,0,0,172
2003-04-15,4.93,95.07,64.57,13.34,0.48,0,173
2003-04-08,5.25,94.75,64.93,10.64,0.37,0,171
2003-04-01,5.16,94.84,64.28,8.33,0,0,167
2003-03-25,0,100,64.28,2.92,0,0,167
2003-03-18,0,100,68.25,14.59,0.49,0,183
2003-03-11,0,100,66.44,14.71,0.48,0,182
2003-03-04,0,100,65.88,14.68,0.46,0,181
2003-02-25,0,100,34.86,14.43,0.87,0,150
2003-02-18,0,100,33.84,14.03,0.69,0,149
2003-02-11,0,100,34.67,14.62,0.74,0,150
2003-02-04,0,100,35.12,14.88,0.76,0,151
2003-01-28,0,100,34.28,14.61,0.86,0,150
2003-01-21,0,100,32.27,13.75,2.07,0,148
2003-01-14,0.39,99.61,32.42,14.14,2.03,0,148
2003-01-07,0.26,99.74,34.08,14.42,2.68,0,151
2002-12-31,23.48,76.52,32.86,13.65,1.91,0,125
2002-12-24,23.79,76.21,33.62,12.95,1.55,0,124
2002-12-17,23.18,76.82,33.96,13.4,1.78,0,126
2002-12-10,26.86,73.14,26.76,13.37,0.7,0,114
2002-12-03,52.86,47.14,14.54,2.04,0,0,64
2002-11-26,53.44,46.56,14.04,2.22,0,0,63
2002-11-19,50.77,49.23,14.11,1.95,0,0,65
2002-11-12,50.94,49.06,13.61,1.78,0,0,64
2002-11-05,50.67,49.33,13.75,1.58,0,0,65
2002-10-29,50.62,49.38,18.68,2.9,0,0,71
2002-10-22,51.18,48.82,20.52,2.89,0,0,72
2002-10-15,50.94,49.06,20.83,2.87,0,0,73
2002-10-08,50.71,49.29,21.27,3.14,0,0,74
2002-10-01,75.31,24.69,3.93,0.11,0,0,29
2002-09-24,80.79,19.21,8.93,0.74,0,0,29
2002-09-17,80.16,19.84,9.26,0.82,0,0,30
2002-09-10,79.54,20.46,8.68,0.77,0,0,30
2002-09-03,79.38,20.62,9.4,1.46,0,0,31
2002-08-27,73.85,26.15,11.82,1.31,0,0,39
2002-08-20,73.53,26.47,12.69,1.69,0,0,41
2002-08-13,74.12,25.88,12.02,1.68,0,0,40
2002-08-06,59.12,40.88,13.15,2.49,0,0,57
2002-07-30,58.64,41.36,14.64,3.05,0,0,59
2002-07-23,73.66,26.34,16.36,5.82,0,0,49
2002-07-16,67.71,32.29,17.1,7.53,0,0,57
2002-07-09,62.84,37.16,21.31,7.25,0,0,66
2002-07-02,52.3,47.7,13.59,1.89,0,0,63
2002-06-25,55.63,44.37,13.15,0,0,0,58
2002-06-18,41.99,58.01,11.25,0.48,0,0,70
2002-06-11,47.38,52.62,9.78,0,0,0,62
2002-06-04,11.41,88.59,16.63,0,0,0,105
2002-05-28,5.72,94.28,0,0,0,0,94
2002-05-21,24.56,75.44,0,0,0,0,75
2002-05-14,6.09,93.91,12.42,0,0,0,106
2002-05-07,0,100,46.78,0,0,0,147
2002-04-30,0,100,15.64,0,0,0,116
2002-04-23,0,100,15.17,0,0,0,115
2002-04-16,0,100,19.74,0,0,0,120
2002-04-09,0,100,4.26,0,0,0,104
2002-04-02,0,100,4.88,0,0,0,105
2002-03-26,0,100,5.22,0,0,0,105
2002-03-19,0,100,6.15,0,0,0,106
2002-03-12,0,100,7.41,0,0,0,107
2002-03-05,0,100,5.99,0,0,0,106
2002-02-26,0,100,6.69,0,0,0,107
2002-02-19,0,100,6.23,0,0,0,106
2002-02-12,0,100,6.71,0,0,0,107
2002-02-05,25.18,74.82,9.17,0,0,0,84
2002-01-29,28.92,71.08,18.11,0,0,0,89
2002-01-22,30.69,69.31,19.01,0,0,0,88
2002-01-15,31.44,68.56,18.12,0,0,0,87
2002-01-08,31.99,68.01,20.74,0,0,0,89
2002-01-01,31.92,68.08,24.27,0,0,0,92
2001-12-25,31.63,68.37,24.63,0,0,0,93
2001-12-18,31.63,68.37,24.63,0,0,0,93
2001-12-11,31.63,68.37,24.63,0,0,0,93
2001-12-04,31.63,68.37,24.63,0,0,0,93
2001-11-27,31.63,68.37,0,0,0,0,68
2001-11-20,31.63,68.37,0,0,0,0,68
2001-11-13,29.98,70.02,0,0,0,0,70
2001-11-06,29.98,70.02,0,0,0,0,70
2001-10-30,29.98,70.02,0,0,0,0,70
2001-10-23,29.88,70.12,0,0,0,0,70
2001-10-16,55.13,44.87,0,0,0,0,45
2001-10-09,61.66,38.34,0,0,0,0,38
2001-10-02,83.24,16.76,0,0,0,0,17
2001-09-25,100,0,0,0,0,0,0
2001-09-18,100,0,0,0,0,0,0
2001-09-11,91.44,8.56,0,0,0,0,9
2001-09-04,99.42,0.58,0,0,0,0,1
2001-08-28,100,0,0,0,0,0,0
2001-08-21,100,0,0,0,0,0,0
2001-08-14,100,0,0,0,0,0,0
2001-08-07,100,0,0,0,0,0,0
2001-07-31,100,0,0,0,0,0,0
2001-07-24,100,0,0,0,0,0,0
2001-07-17,100,0,0,0,0,0,0
2001-07-10,100,0,0,0,0,0,0
2001-07-03,100,0,0,0,0,0,0
2001-06-26,100,0,0,0,0,0,0
2001-06-19,100,0,0,0,0,0,0
2001-06-12,100,0,0,0,0,0,0
2001-06-05,100,0,0,0,0,0,0
2001-05-29,100,0,0,0,0,0,0
2001-05-22,100,0,0,0,0,0,0
2001-05-15,100,0,0,0,0,0,0
2001-05-08,100,0,0,0,0,0,0
2001-05-01,100,0,0,0,0,0,0
2001-04-24,100,0,0,0,0,0,0
2001-04-17,100,0,0,0,0,0,0
2001-04-10,100,0,0,0,0,0,0
2001-04-03,90.48,9.52,0,0,0,0,10
2001-03-27,99.23,0.77,0,0,0,0,1
2001-03-20,99.23,0.77,0,0,0,0,1
2001-03-13,99.22,0.78,0,0,0,0,1
2001-03-06,99.22,0.78,0,0,0,0,1
2001-02-27,99.22,0.78,0,0,0,0,1
2001-02-20,99.22,0.78,0,0,0,0,1
2001-02-13,99.22,0.78,0,0,0,0,1
2001-02-06,99.21,0.79,0,0,0,0,1
2001-01-30,99.21,0.79,0,0,0,0,1
2001-01-23,98.91,1.09,0,0,0,0,1
2001-01-16,100,0,0,0,0,0,0
2001-01-09,100,0,0,0,0,0,0
2001-01-02,100,0,0,0,0,0,0
2000-12-26,100,0,0,0,0,0,0
2000-12-19,100,0,0,0,0,0,0
2000-12-12,99.95,0.05,0,0,0,0,0
2000-12-05,99.94,0.06,0,0,0,0,0
2000-11-28,99.94,0.06,0,0,0,0,0
2000-11-21,99.94,0.06,0,0,0,0,0
2000-11-14,99.99,0.01,0,0,0,0,0
2000-11-07,99.99,0.01,0,0,0,0,0
2000-10-31,73.78,26.22,5.62,0,0,0,32
2000-10-24,88.66,11.34,2.62,0,0,0,14
2000-10-17,91.16,8.84,0.04,0,0,0,9
2000-10-10,93.58,6.42,0,0,0,0,6
2000-10-03,93.54,6.46,0,0,0,0,6
2000-09-26,93.54,6.46,0,0,0,0,6
2000-09-19,95.18,4.82,0,0,0,0,5
2000-09-12,95.73,4.27,0,0,0,0,4
2000-09-05,95.73,4.27,0,0,0,0,4
2000-08-29,97.73,2.27,0,0,0,0,2
2000-08-22,100,0,0,0,0,0,0
2000-08-15,100,0,0,0,0,0,0
2000-08-08,100,0,0,0,0,0,0
2000-08-01,100,0,0,0,0,0,0
2000-07-25,100,0,0,0,0,0,0
2000-07-18,100,0,0,0,0,0,0
2000-07-11,100,0,0,0,0,0,0
2000-07-04,100,0,0,0,0,0,0
2000-06-27,100,0,0,0,0,0,0
2000-06-20,100,0,0,0,0,0,0
2000-06-13,84.23,15.77,3.68,0,0,0,19
2000-06-06,84,16,0,0,0,0,16
2000-05-30,71.3,28.7,0,0,0,0,29
2000-05-23,64.55,35.45,0,0,0,0,35
2000-05-16,64.72,35.28,0.04,0,0,0,35
2000-05-09,65.09,34.91,0,0,0,0,35
2000-05-02,65.09,34.91,0,0,0,0,35
2000-04-25,66.83,33.17,0,0,0,0,33
2000-04-18,25.26,74.74,0,0,0,0,75
2000-04-11,26.67,73.33,0,0,0,0,73
2000-04-04,19.48,80.52,0,0,0,0,81
2000-03-28,27.06,72.94,0,0,0,0,73
2000-03-21,10.61,89.39,0,0,0,0,89
2000-03-14,10.61,89.39,0,0,0,0,89
2000-03-07,0,100,2.53,0,0,0,103
2000-02-29,0,100,2.66,0,0,0,103
2000-02-22,0.01,99.99,29.61,0,0,0,130
2000-02-15,0.01,99.99,29.61,0,0,0,130
2000-02-08,0.01,99.99,29.61,0,0,0,130
2000-02-01,0.01,99.99,29.61,0,0,0,130
2000-01-25,0,100,0,0,0,0,100
2000-01-18,1.75,98.25,0,0,0,0,98
2000-01-11,1.42,98.58,0,0,0,0,99
2000-01-04,1.04,98.96,0,0,0,0,99